Curso;Semestre;Período;Nome da Disciplina;ID da Disciplina;ID do Aluno;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR30;VAR31;VAR31b;VAR31c;VAR32a;VAR32b;VAR32c;VAR32d;VAR33;VAR34;VAR35
Pedagogia;2010.2;1;Antropologia;15;174;6;0;2;24;66;0;0;0;0;6;0;8;1;0;30;47;0;0;0;0;8;93,15;30;209;0;87;69;80;60;0;2;3;0
Administracao;2010.2;2;Macroeconomia;29;832;6;1;7;52;106;0;0;0;0;7;0;10;1;0;19;1;0;0;0;0;4;0;19;123;0;55;21;43;57;2;1;0;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;164;9;0;4;5;35;0;0;1;5;0;0;13;2;0;5;35;0;5;0;2;3;222,71;5;91;28;66;13;23;53;2;3;7;0
Administracao;2014.2;1;Metodologia de Estudo (1º);74;1188;57;1;0;506;427;1;1;5;2;12;0;12;2;0;1,24;61;0;2;0;1;12,0385;66,96;1,24;313;60;76;67;120;121;5;2;10;1
Biologia;2011.2;2;Bioestatística ;22;30;4;0;0;12;60;0;0;0;4;1;0;20;3;2;0;53;0;0;0;0;3;86,1;0;91;0;67;10;8;72;1;0;4;0
Pedagogia;2011.2;3;Metodologia Científica;50;183;9;0;9;33;50;0;0;0;1;3;0;18;3;0;0,5;15;0;0;0;0;6;67,94;0,5;163;0;65;20;69;73;1;2;3;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;376;33;0;2;6;4;0;0;0;0;0;0;0;3;0;8,5;27;0;4;0;2;4;241,52;8,5;107;15;51;17;26;62;2;2;4;0
Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;196;14;0;0;2;23;0;0;0;1;0;0;10;1;1;0;12;0;0;0;0;0;96,07;0;24;0;17;10;6;8;0;1;4;0
Pedagogia;2014.1;4;Educação e Multiculturalismo;45;156;18;0;0;0;3;0;0;0;0;0;0;12;2;0;43;15;0;1;0;1;1;80,36;43;51;12;26;9;13;29;0;1;5;0
Administracao;2016.1;4;Direito Administrativo;18;1198;5;0;0;5;23;0;0;0;1;0;0;18;3;0;6;14;0;0;0;0;2;65,18;6;69;22;41;10;33;26;0;2;2;0
Pedagogia;2014.2;1;Fundamentos Filosóficos da Educação ;108;1927;5;0;4;25;30;0;0;5;0;3;1;16;2;0;22,25;33;0;6;1;2;3,3846;63,3;22,25;88;16;50;9;46;33;0;2;10;0
Pedagogia;2013.2;3;Prática Pedagógica III;35;477;3;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;3;6;3;2;6;0;0;0;0
Letras;2014.2;5;Fundamentos da Educação Especial (5º);93;492;6;0;1;64;76;0;0;0;5;1;0;16;2;0;0,75;24;0;5;2;0;9,4615;72,23;0,75;246;34;71;23;81;132;10;2;5;0
Pedagogia;2014.1;8;Educação e Tecnologia;56;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;18;95;0;4;25;39;0;0;0;3;3;0;12;2;0;0,5;17;0;4;0;2;4;227,55;0,5;121;18;81;18;40;59;4;2;5;0
Pedagogia;2016.1;8;Ética e Cidadania;66;827;8;0;0;7;6;0;0;0;0;0;0;10;1;0;26;17;0;0;1;5;5;69,6;26;130;39;68;51;58;20;1;2;3;0
Administracao;2011.1;3;Sociologia Organizacional;37;823;7;0;9;17;91;2;2;0;3;4;0;18;3;0;12;51;0;0;0;0;5;89,19;12;140;0;85;30;35;74;1;2;7;1
Administracao;2013.2;3;Instituições de Direito Público e Privado ;30;39;38;0;2;4;16;0;0;1;0;0;0;8;1;0;1;21;1;2;0;2;4;220,88;1;124;20;54;24;33;56;11;2;4;0
Letras;2009.2;1;Fundamentos Socio-Filosóficos da Educação;14;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2010.2;1;Fundamentos Filosóficos da Educação;17;93;12;0;0;2;44;0;0;1;1;0;0;19;3;0;28,5;16;0;0;0;0;2;82,57;28,5;63;0;33;15;6;42;0;2;4;0
Pedagogia;2013.2;7;Libras;40;387;9;0;0;1;8;0;0;0;1;0;0;9;1;0;6,5;11;0;2;0;2;3;234,93;6,5;84;9;63;40;24;20;0;2;4;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;14;107;2;1;61;58;0;0;0;5;3;0;17;2;0;10,5;35;0;2;0;2;5;228,11;10,5;154;30;98;28;48;77;1;2;6;1
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1900;52;2;22;42;39;0;0;1;1;1;0;3;3;0;33,45;9;0;2;1;1;4,9231;49,18;33,45;128;29;63;9;53;60;6;2;7;0
Biologia;2014.2;5;Zoologia dos Invertebrados (5º);64;213;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00004231;32,9;0;11;2;8;4;2;5;0;0;1;0
Letras;2014.2;5;Fundamentos da Educação Especial (5º);93;475;19;1;0;29;52;0;0;0;5;1;1;19;3;0;0,16;23;0;3;0;0;8,4615;71,57;0,16;220;30;73;26;44;148;2;2;4;0
Letras;2014.2;1;Fundamentos Sócio Filosóficos da Educação  (1º);86;487;4;0;0;5;38;0;0;0;3;0;1;17;2;0;1,19;12;0;5;0;0;1,6538;69,36;1,19;43;8;16;7;19;17;0;2;3;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;66;6;0;0;0;7;0;0;0;2;0;0;0;0;0;0;14;0;0;0;0;0;76,02;0;25;3;18;6;7;12;0;0;3;0
Biologia;2014.1;4;Zoologia Geral;48;195;5;0;3;3;4;0;0;1;2;0;0;17;2;0;0;13;1;4;0;0;1;59,76;0;33;2;23;3;19;11;0;1;3;0
Pedagogia;2016.1;8;Ética e Cidadania;66;906;10;0;0;0;3;0;0;0;0;0;0;7;1;0;18;0;0;0;0;2;0;0;18;21;9;18;9;7;4;1;2;0;0
Pedagogia;2013.2;3;Movimentos Sociais;33;47;32;0;0;1;19;0;0;0;0;0;0;13;2;0;1,5;22;0;2;0;2;4;225,76;1,5;121;17;80;17;32;70;2;2;3;0
Pedagogia;2014.2;1;Prática Pedagógica I ;111;1705;6;0;5;5;11;0;0;1;2;0;0;16;2;0;0,29;17;0;1;2;1;4,3462;64,31;0,29;113;15;38;9;42;53;9;1;2;0
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;301;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
Letras;2014.2;5;Psicologia da Aprendizagem (5º)  ;98;380;6;0;0;9;43;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;3,0769;60,19;0;80;12;33;12;39;29;0;0;1;0
Pedagogia;2013.2;3;Movimentos Sociais;33;376;33;0;2;6;4;0;0;0;0;0;0;23;3;0;5,5;33;0;3;0;2;4;225,71;5,5;107;18;51;17;26;62;2;2;3;0
Biologia;2014.2;8;Prática VIII (8º);69;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;Organização da Educação Nacional;34;64;11;0;0;0;9;0;0;0;0;0;0;11;1;0;10,5;20;0;4;0;2;3;244,86;10,5;95;14;55;11;18;55;11;2;4;0
Pedagogia;2013.2;3;Didática ;29;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2014.2;1;Citologia (1º);48;1251;5;0;0;1;21;0;0;0;2;1;0;13;2;0;0,92;22;0;2;2;0;2,1538;67,11;0,92;56;22;35;4;21;31;0;2;5;0
Letras;2009.2;1;Tecnologias Aplicadas à Educação;17;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;44;20;0;0;3;17;0;0;0;3;0;0;19;3;0;55;14;0;2;0;1;4;81,58;55;119;12;57;25;39;52;3;1;3;0
Letras;2016.1;8;Libras – Linguagem Brasileira de Sinais;55;478;7;0;0;33;79;0;0;1;1;1;0;14;2;0;31,5;31;0;0;0;1;6;85,6;31,5;177;30;80;36;30;108;3;2;5;0
Administracao;2014.2;1;Filosofia e Ética (1º);71;1191;5;0;0;0;6;0;0;0;0;0;4;20;3;0;0,62;0;0;3;0;1;0,00006154;0;0,62;16;5;9;6;1;9;0;2;0;0
Letras;2014.2;1;História da Língua Portuguesa (1º);87;1482;7;0;3;7;15;0;0;1;1;0;0;10;1;0;19,48;13;0;1;6;0;2,4231;62,25;19,48;63;3;31;9;19;35;0;2;5;0
Pedagogia;2014.1;4;Fundamentos da Educação Infantil;46;306;25;0;0;0;6;0;0;0;0;0;0;21;3;0;10;4;0;1;0;1;1;94,18;10;39;5;27;11;11;16;1;1;1;0
Pedagogia;2013.2;3;Prática Pedagógica III;35;166;44;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;130;0;73;49;33;45;3;0;0;0
Letras;2013.2;3;Linguística I;33;222;35;0;2;4;61;0;0;0;2;1;0;20;3;1;0;22;0;2;0;1;3;76,74;0;78;27;56;28;26;21;3;0;4;0
Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;1929;2;0;0;8;10;0;1;1;0;2;0;18;3;0;31,68;18;0;1;0;1;1,8846;69,98;31,68;49;15;36;13;25;11;0;2;5;0
Pedagogia;2014.2;1;Antropologia ;105;1795;4;0;0;1;5;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0,00004615;0;0;12;5;7;8;3;1;0;0;0;0
Biologia;2011.1;1;Citologia;14;14;23;1;3;47;138;0;2;2;4;7;0;13;2;1;0;32;0;0;0;0;3;76,71;0;83;0;49;13;23;47;0;0;8;0
Pedagogia;2016.1;8;Ética e Cidadania;66;1017;15;0;0;0;2;0;0;0;0;0;0;21;3;0;28,5;13;0;0;0;2;4;60,68;28,5;112;21;54;6;25;80;1;2;4;0
Pedagogia;2014.2;1;Fundamentos Filosóficos da Educação ;108;1739;0;0;0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2010.1;2;Literatura Portuguesa I;28;219;7;0;0;18;167;0;0;0;0;3;0;15;2;0;12,5;15;0;0;0;0;4;86,83;12,5;127;0;70;17;38;70;2;2;4;0
Letras;2011.2;5;Literatura Brasileira II;71;185;13;0;0;1;87;0;0;0;0;1;0;0;0;0;0;18;0;0;0;0;1;86,71;0;49;0;33;11;11;27;0;0;2;0
Pedagogia;2016.1;4;Pesquisa em Educação;60;1659;0;0;0;0;0;0;0;0;0;0;0;21;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2011.1;4;Didática;49;114;7;2;0;175;324;0;0;0;3;4;0;20;3;0;1;23;0;0;0;0;5;85,09;1;133;0;61;34;23;76;0;2;3;0
Pedagogia;2013.2;3;Organização da Educação Nacional;34;163;31;0;0;0;5;0;0;1;1;0;0;21;3;0;1;18;0;3;0;2;2;242,05;1;58;13;35;9;16;32;1;2;4;0
Letras;2016.1;4;Didática Geral;47;1527;8;0;0;30;73;0;1;1;4;0;0;21;3;2;35,5;25;0;0;8;0;6;67,4;35,5;171;57;103;16;26;129;0;2;5;0
Letras;2014.2;1;Metodologia Científica. (1º);89;1489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;1848;1;0;0;8;10;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0,00000385;0;0;1;0;1;0;0;1;0;0;0;0
Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;304;4;1;0;26;18;0;0;0;2;5;0;21;3;0;1;63;0;1;0;1;4;81,32;1;111;34;59;48;38;24;1;1;7;2
Biologia;2014.2;1;Citologia (1º);48;1381;7;0;0;16;38;0;0;19;7;4;0;11;1;0;4,35;95;1;6;4;0;6,4615;49,23;4,35;168;51;58;86;56;23;3;2;24;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Prática Pedagógica I ;111;1934;8;0;3;18;23;0;0;1;2;4;0;11;1;0;41,5;3;0;1;0;1;2,8462;32,56;41,5;74;13;53;33;21;20;0;1;2;0
Pedagogia;2016.1;4;Educação e Multiculturalismo;59;1721;39;0;0;1;2;0;0;0;0;1;0;8;1;0;45;38;0;0;0;2;8;65,56;45;218;55;86;107;72;37;2;2;3;0
Pedagogia;2011.2;3;Prática Pedagogica III;51;198;4;0;0;7;37;0;0;0;1;3;0;16;2;0;0;31;0;0;0;0;3;70,89;0;85;0;50;7;73;4;1;1;5;0
Pedagogia;2014.2;5;Alfabetização e Letramento (5º);113;864;59;0;2;13;13;0;0;0;1;0;0;16;2;0;45,72;17;0;1;1;1;4,7692;72,46;45,72;124;45;58;7;24;90;3;2;4;0
Letras;2013.2;3;Teoria Literária II ;39;360;22;0;6;6;87;0;0;0;1;0;0;18;3;0;0,5;41;0;3;0;3;4;0;0,5;129;10;71;57;53;19;0;2;3;0
Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;1660;5;0;3;7;7;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;2,7308;44,97;0;71;8;52;15;19;33;4;0;2;0
Letras;2016.1;4;Morfossintaxe II;50;1539;14;0;0;3;56;0;0;3;1;0;0;10;1;0;42;19;0;0;0;0;3;78,46;42;96;22;61;31;41;14;10;2;5;0
Pedagogia;2011.2;3;Metodologia Científica;50;139;7;0;1;4;29;0;0;1;1;1;0;18;3;0;4;32;1;0;0;0;3;81,57;4;101;0;67;6;31;64;0;2;6;0
Pedagogia;2014.1;4;Prática Pedagógica IV;49;402;11;0;0;6;11;0;0;1;0;1;0;21;3;0;20;30;0;2;0;1;3;74,79;20;103;25;53;79;16;7;1;1;3;0
Pedagogia;2013.2;7;Avaliação Educacional;36;318;41;0;8;10;21;0;0;0;5;0;0;21;3;0;4,5;41;0;2;0;2;5;230,57;4,5;153;36;77;41;46;66;0;2;7;0
Biologia;2016.1;8;Sociologia da Educação;46;353;5;0;1;3;32;0;0;0;5;0;0;16;2;0;3,5;20;0;0;0;0;3;80,94;3,5;91;26;60;45;7;39;0;2;5;0
Letras;2010.2;3;Literatura Latina;35;185;16;0;0;11;178;0;0;2;2;1;0;10;1;0;0;38;1;0;0;0;4;0;0;112;0;63;13;43;56;0;2;5;0
Pedagogia;2011.2;3;Metodologia Científica;50;87;32;0;1;1;20;0;0;0;2;0;0;19;3;0;3;13;0;0;0;0;1;85,81;3;45;0;31;18;5;11;11;1;4;0
Biologia;2016.1;4;Pratica IV;37;1237;13;1;2;41;46;0;0;0;3;0;0;8;1;0;16,5;33;0;0;0;0;8;82,83;16,5;211;56;90;75;81;54;1;2;4;0
Pedagogia;2012.1;4;Currículo e Contemporaneidade;56;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Prática Pedagógica I ;111;1722;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00000385;0;0;1;0;1;0;1;0;0;0;0;0
Pedagogia;2010.2;1;Fundamentos Sociológicos da Educação;18;193;26;0;0;0;35;0;0;0;0;0;0;20;3;0;25;14;0;0;0;0;3;90,1;25;89;0;42;18;19;52;0;2;3;0
Pedagogia;2014.1;4;Planejamento Educacional;48;105;6;0;0;2;10;0;0;0;2;0;0;12;2;0;0;11;0;1;0;1;1;74,43;0;33;11;22;5;12;16;0;1;2;0
Letras;2014.2;1;Prática I. (1º);90;1492;3;0;1;2;32;0;0;0;0;1;0;18;3;0;7,21;5;0;2;0;0;0,00006154;37,89;7,21;16;2;13;2;6;8;0;1;4;0
Biologia;2016.1;4;Filosofia da Educacao;35;1360;22;0;8;13;35;0;0;0;1;0;0;19;3;0;37;18;0;0;0;0;4;78,79;37;124;32;53;28;50;44;2;2;4;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;359;11;0;2;5;18;0;0;6;4;0;0;19;3;0;7,33;22;0;4;0;2;3;228,85;7,33;97;23;53;26;26;45;0;3;6;0
Pedagogia;2013.2;3;Prática Pedagógica III;35;337;71;0;0;12;27;0;0;0;1;0;0;17;2;0;2;35;0;3;0;2;7;192,33;2;196;34;90;57;98;39;2;2;3;0
Biologia;2014.2;1;Prática I (1º);58;1288;21;0;1;28;56;0;0;1;0;1;0;20;3;0;2,14;11;0;1;6;0;4,4231;67,56;2,14;115;22;48;22;38;53;2;1;4;0
Biologia;2014.2;5;Citogenética (5º);60;285;52;0;0;19;64;0;0;0;0;0;0;21;3;0;1,11;13;0;3;0;0;3,7308;70,31;1,11;97;19;47;8;3;80;6;1;4;0
Pedagogia;2016.1;4;Pesquisa em Educação;60;1651;0;0;0;0;0;0;0;0;0;0;0;16;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2011.1;4;Psicologia Evolutiva;44;184;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;1;70,56;0;50;0;40;21;4;24;1;0;2;0
Pedagogia;2013.2;3;Organização da Educação Nacional;34;571;57;0;0;24;57;0;0;0;0;2;0;17;2;0;2;33;0;1;0;0;5;231,24;2;132;37;99;54;54;24;0;1;4;0
Pedagogia;2014.1;4;Planejamento Educacional;48;321;7;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;11;3;5;6;0;0;0;0
Pedagogia;2010.2;1;Antropologia;15;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
Letras;2014.2;5;Literatura Brasileira II (5º);94;387;17;0;0;1;39;0;0;0;1;1;0;21;3;0;0,11;3;0;1;0;1;1,1923;54,12;0,11;31;6;15;0;6;25;0;1;6;0
Pedagogia;2014.1;4;Fundamentos da Educação Infantil;46;431;5;0;0;2;16;0;0;0;1;0;0;19;3;0;0;45;0;2;0;1;5;87,16;0;152;29;82;14;54;83;1;1;5;0
Letras;2009.2;1;Metodologia Científica;16;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2012.1;4;Fundamentos da Educação Infantil;54;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2016.1;8;Biotecnologia;39;276;4;0;0;10;26;0;0;0;0;0;0;8;1;1;0;1;0;0;0;0;2;0;0;56;9;48;4;7;45;0;1;0;0
Biologia;2014.2;5;Zoologia dos Invertebrados (5º);64;356;34;1;0;45;85;0;0;0;0;0;0;20;3;0;1,63;12;0;2;0;0;5,3462;70,32;1,63;139;25;59;34;18;86;1;2;4;0
Letras;2013.2;3;Linguística I;33;261;8;0;5;7;83;0;0;0;1;0;0;18;3;1;2;19;0;2;0;2;5;64,63;2;154;3;76;36;34;83;1;1;4;0
Pedagogia;2016.1;8;Ética e Cidadania;66;884;6;0;0;0;2;0;0;0;0;0;0;22;3;0;0;6;0;0;0;1;1;72,85;0;44;14;30;13;12;15;4;1;3;0
Pedagogia;2014.1;4;Prática Pedagógica IV;49;137;6;0;0;0;6;0;0;0;0;0;0;19;3;0;0;15;0;2;0;1;3;78,71;0;94;14;57;30;31;33;0;1;3;0
Pedagogia;2014.1;4;Currículo e Contemporaneidade;44;507;11;1;0;10;13;0;0;2;3;1;0;16;2;0;1;34;0;2;0;1;2;54,61;1;63;23;43;23;19;20;1;1;7;1
Biologia;2014.1;4;Didática;44;89;20;0;5;8;30;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;39;3;26;5;21;13;0;0;0;0
Letras;2016.1;4;Morfossintaxe II;50;1477;3;0;0;0;42;0;0;0;0;0;0;17;2;0;40;0;0;0;0;0;0;0;40;15;3;7;12;2;1;0;1;0;0
Biologia;2013.2;3;Embriologia ;26;3;6;0;1;1;32;0;0;0;1;0;0;11;1;0;15,33;14;0;11;0;1;3;82,54;15,33;94;25;42;11;4;76;3;3;4;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;166;22;0;0;0;20;0;0;0;2;0;0;13;2;0;20;16;0;1;0;1;2;69,2;20;76;13;43;21;26;29;0;1;2;0
Biologia;2014.1;7;Educação Ambiental;51;266;32;0;6;7;17;0;0;1;6;0;0;15;2;0;0;19;0;2;0;0;2;70,79;0;55;4;37;11;14;30;0;1;5;0
Letras;2016.1;4;Literatura Brasileira I;49;2041;7;0;0;1;3;0;0;0;0;1;0;16;2;1;0;4;0;0;0;0;0;32,26;0;7;2;7;1;3;3;0;0;1;0
Letras;2013.2;3;Literatura Latina;35;294;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;2;6;4;3;2;0;0;0;0
Pedagogia;2013.2;7;Libras;40;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Psicologia do Desenvolvimento ;112;1948;7;0;0;2;12;0;0;1;1;0;1;22;3;0;20,05;9;0;2;0;2;2,5769;72,87;20,05;67;12;27;15;15;36;1;2;3;0
Biologia;2016.1;8;Biotecnologia;39;240;5;0;3;15;43;1;1;5;2;0;0;8;1;0;32;37;0;0;0;0;6;69,57;32;162;60;91;15;49;98;0;2;6;1
Administracao;2013.2;3;Economia Brasileira ;29;148;54;0;0;1;14;0;0;5;2;0;0;8;1;0;2;58;0;2;0;2;4;0;2;128;42;86;16;20;92;0;2;6;0
Biologia;2011.1;1;Prática I;20;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2014.2;1;Metodologia Científica(1º);57;1368;4;0;1;2;18;0;0;1;1;1;0;13;2;0;0,3;11;0;2;2;0;3,6154;67,58;0,3;94;20;45;31;43;20;0;2;6;0
Letras;2016.1;4;Didática Geral;47;1451;26;0;0;2;5;0;0;1;4;1;0;10;1;0;35,5;22;0;0;0;0;4;76,86;35,5;123;36;62;41;28;44;10;2;5;0
Biologia;2014.2;1;Física Aplicada à Biologia (1º);121;1364;3;0;0;6;17;0;0;0;0;0;0;16;2;0;0,18;0;0;2;3;0;1,0769;17,91;0,18;28;9;16;5;5;18;0;2;2;0
Letras;2014.1;4;Literatura Brasileira I;55;318;7;0;1;3;27;0;0;2;0;0;0;9;1;0;4;10;0;20;0;3;2;63,55;4;63;5;37;19;26;18;0;1;4;0
Pedagogia;2016.1;8;Ética e Cidadania;66;1054;6;0;0;0;2;0;0;0;0;0;0;8;1;0;6;6;0;0;0;1;1;72,99;6;35;8;22;22;4;9;0;1;1;0
Letras;2011.2;5;Planejamento e Avaliação;72;241;5;0;0;75;190;0;0;0;0;14;0;20;3;0;0;26;0;0;0;0;9;79,34;0;242;0;126;37;125;77;3;1;3;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;68;12;0;0;0;0;0;0;0;2;0;0;18;3;0;2;16;0;2;0;1;2;238,54;2;68;15;45;13;19;34;2;1;4;0
Biologia;2016.1;4;Filosofia da Educacao;35;1236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;7;Estágio III;38;201;25;0;1;1;12;0;0;0;0;0;0;11;1;0;5,5;31;0;2;0;2;5;238,28;5,5;139;21;64;49;45;44;1;2;4;0
Biologia;2016.1;4;Bioquimica I;33;1335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2010.2;1;Fundamentos Filosóficos da Educação;17;138;35;0;11;24;68;0;0;0;1;4;0;17;2;0;33,5;80;0;0;0;0;9;76,02;33,5;236;0;92;81;117;36;2;2;5;0
Letras;2014.2;1;Leitura e Produção do Texto (1º);88;1440;2;0;0;2;11;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0,00001538;0;0;4;1;3;0;2;2;0;0;0;0
Pedagogia;2014.1;8;Prática Pedagógica VIII;53;379;26;0;0;31;20;0;0;0;2;3;0;11;1;0;1;25;0;4;0;1;5;73,01;1;132;17;58;24;46;62;0;1;2;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;517;9;0;2;20;24;0;0;0;4;1;0;18;3;0;48;37;0;2;0;1;3;67,08;48;86;30;56;0;25;60;1;1;4;0
Pedagogia;2011.2;3;Metodologia Científica;50;112;11;0;0;0;23;0;0;1;0;0;0;16;2;0;6;27;1;0;0;0;2;85,21;6;74;0;33;17;28;25;4;2;5;0
Biologia;2013.2;3;Org. da educ. Básica;28;90;6;0;9;15;25;0;0;0;1;6;0;13;2;0;4,5;37;0;3;0;26;12;239,57;4,5;327;22;67;33;78;215;1;2;4;1
Letras;2011.2;5;Psicologia da Aprendizagem;68;28;79;0;0;61;143;0;0;0;0;6;0;17;2;0;1,5;49;0;0;0;0;8;81,49;1,5;208;0;119;38;113;57;0;2;4;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;272;28;0;0;0;1;0;0;3;2;0;0;6;1;0;1,5;10;0;2;0;2;3;246,14;1,5;90;8;57;26;21;41;2;2;3;0
Letras;2013.2;3;Teoria Literária II ;39;52;2;0;0;0;63;0;0;2;0;0;0;19;3;0;2;11;0;1;0;1;1;0;2;35;13;28;13;4;18;0;1;2;0
Letras;2010.1;2;Prática II- Leitura e produção em diferentes gêneros textuais;30;150;5;0;0;10;199;0;0;0;3;1;0;10;1;0;15;10;0;0;0;0;2;97,21;15;70;0;31;33;34;1;2;2;3;0
Letras;2016.1;4;Linguística II;48;1462;5;0;0;1;43;0;0;0;1;0;0;17;2;0;0;13;0;0;0;0;0;89,66;0;22;8;17;6;12;4;0;1;5;0
Pedagogia;2014.1;4;Fundamentos da Educação Infantil;46;162;2;0;0;0;7;0;0;0;0;0;0;21;3;0;0;10;0;5;0;1;1;77,87;0;50;7;33;3;14;32;1;1;2;0
Administracao;2010.2;2;Ciência Política;27;844;10;0;6;15;102;0;0;0;3;1;0;8;1;0;0;22;0;0;0;0;3;70,68;0;80;0;44;39;28;13;0;1;3;0
Administracao;2010.1;1;Filosofia e Ética;10;793;56;0;17;38;107;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;85;0;41;29;27;24;5;0;0;0
Biologia;2014.2;5;Citogenética (5º);60;319;19;0;0;0;13;0;0;0;1;0;0;20;3;0;10,6;12;0;3;0;0;2,4615;50,09;10,6;64;16;32;23;22;19;0;2;3;0
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1880;37;1;0;1;1;0;0;4;2;0;0;14;2;0;43,5;31;0;0;0;2;5;76,88;43,5;137;39;75;55;49;32;1;2;8;0
